"name","formula","subclass","description","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu"
"lindgrenite","Cu₃(MoO₄)₂(OH)₂","sulfate class of minerals","copper molybdate mineral",0.003702160456702628,0.0,0.0,0.0,0.0,0.0,0.0,0.29380389457730827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500872009371461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524067440288431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lishizhenite","ZnFe₂(SO₄)₄ * 14H₂O","sulfate class of minerals","sulfate mineral",0.03469425686140883,0.0,0.0,0.0,0.0,0.0,0.0,0.590001504597874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763858772346473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13729504770952014,0.0,0.0,0.0,0.08037060310773216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"llantenesite","Cu₆Al[SeO₄](OH)₁₂Cl*₃H₂O","sulfate class of minerals","hydrous sellenate mineral",0.021477116668105985,0.0,0.0,0.0,0.0,0.0,0.0,0.3598233797336599,0.0,0.0,0.0,0.0,0.0319381421821479,0.0,0.0,0.0,0.041962289786395345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45131987398361884,0.0,0.0,0.0,0.0,0.0934791976460721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lussierite","Na₁₀[(UO₂)(SO₄)₄](SO₄)₂(H₂O)₃","sulfate class of minerals","hydrous uranyl sulfate mineral",0.005350765287598811,0.0,0.0,0.0,0.0,0.0,0.0,0.41048279121238557,0.0,0.0,0.20339427818126823,0.0,0.0,0.0,0.0,0.17018406261946217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21058810269928524,0.0,0.0
"lópezite","K₂Cr₂O₇","sulfate class of minerals","chromate mineral",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38069298203689866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26581040290916563,0.0,0.0,0.0,0.0,0.3534966150539357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"löweite","Na₁₂Mg₇(SO₄)₁₃·15H₂O","sulfate class of minerals","sulfate mineral",0.015389585279684984,0.0,0.0,0.0,0.0,0.0,0.0,0.5455226295505476,0.0,0.0,0.14039802179588143,0.08658422921822766,0.0,0.0,0.0,0.2121055341556583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"macphersonite","Pb₄(CO₃)₂(SO₄)(OH)₂","sulfate class of minerals","lead carbonate-sulfate mineral",0.0018685248107840572,0.0,0.0,0.0,0.0,0.02226473363326122,0.0,0.17794362171270317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029714734838163136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7682083850050883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"magnesioleydetite","Mg(UO₂)(SO₄)₂·11H₂O","sulfate class of minerals","hydrous uranyl sulfate mineral",0.032392216313432656,0.0,0.0,0.0,0.0,0.0,0.0,0.4907604818168647,0.0,0.0,0.0,0.03550202099107056,0.0,0.0,0.0,0.09365931232040504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34768596855822703,0.0,0.0
"magnesiovoltaite","K₂Mg₅Fe³⁺₃Al(SO₄)₁₂*₁₈H₂O","sulfate class of minerals","hydrous sulfate mineral",0.01939310236801074,0.0,0.0,0.0,0.0,0.0,0.0,0.5643142679635982,0.0,0.0,0.0,0.06494562294071056,0.014419525450133381,0.0,0.0,0.2056027982534472,0.0,0.0,0.04178998722697409,0.0,0.0,0.0,0.0,0.0,0.0,0.08953469579712577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"majzlanite","K₂Na(ZnNa)Ca(SO₄)₄","sulfate class of minerals","sulfate mineral",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4170067557342692,0.0,0.0,0.0749022525108302,0.0,0.0,0.0,0.0,0.20890737841178622,0.0,0.0,0.1273849881851423,0.0652890944708276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10650953068714447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mammothite","Pb₆Cu₄AlSb₅+O₂(OH)₁₆Cl₄(SO₄)₂","sulfate class of minerals","sulfate mineral containing hydroxyl and halogen",0.025278125205713906,0.0,0.0,0.0,0.0,0.0,0.0,0.6519743833284745,0.0,0.0,0.0,0.0,0.012648225225216497,0.0,0.0,0.10049810194632787,0.22224938951948364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191552383188169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2853894273392585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5828071091167082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"manganoblödite","Na₂Mn(SO₄)₂·4H₂O","sulfate class of minerals","sulfate mineral",0.022087729638136322,0.0,0.0,0.0,0.0,0.0,0.0,0.5258654560722367,0.0,0.0,0.125940428656733,0.0,0.0,0.0,0.0,0.17562812802545896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15047825760743505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mangazeite","Al₂SO₄(OH)₄·3H₂O","sulfate class of minerals","sulfate mineral",0.03704628266266468,0.0,0.0,0.0,0.0,0.0,0.0,0.6467994285237791,0.0,0.0,0.0,0.0,0.19832652867813677,0.0,0.0,0.1178277601354196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"markascherite","Cu₃(MoO₄)(OH)₄","sulfate class of minerals","molybdate mineral",0.009631787191013007,0.0,0.0,0.0,0.0,0.0,0.0,0.30575191124804985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45540508807758173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2292112134833554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"markhininite","TlBi(SO₄)₂","sulfate class of minerals","sulfate mineral",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21139196400795154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059007807690313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33755460969392725,0.0,0.3451526455290899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mascagnite","(NH₄)₂SO₄","sulfate class of minerals","sulfate mineral",0.061028955454311536,0.0,0.0,0.0,0.0,0.0,0.21201204837513435,0.48432651702060037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24263247914995387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mathesiusite","K₅(UO₂)₄(SO₄)₄(VO₅)(H₂O)₄","sulfate class of minerals","uranyl vanadate-sulfate mineral",0.004328921337933533,0.0,0.0,0.0,0.0,0.0,0.0,0.28342356299910143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06884187405463744,0.0,0.0,0.10494389163947175,0.0,0.0,0.0,0.02734645208650229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111152978823534,0.0,0.0
"matteuccite","NaHSO₄ * H₂O","sulfate class of minerals","sulfate mineral",0.021902129031248184,0.0,0.0,0.0,0.0,0.0,0.0,0.5793851891053898,0.0,0.0,0.16650955463392525,0.0,0.0,0.0,0.0,0.23220312722943678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meisserite","Na₅(UO₂)(SO₄)₃(SO₃OH)(H₂O)","sulfate class of minerals","uranyl sulfate mineral",0.0038364789190602957,0.0,0.0,0.0,0.0,0.0,0.0,0.38565367007105417,0.0,0.0,0.1458329451131828,0.0,0.0,0.0,0.0,0.16269512453051996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30198178136618287,0.0,0.0
"meitnerite","(NH₄)(UO₂)(SO₄)(OH)*₂H₂O","sulfate class of minerals","uranyl sulfate mineral",0.02075217896792602,0.0,0.0,0.0,0.0,0.0,0.032040980026867255,0.32937907867842103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333717567368918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5444905866530966,0.0,0.0
"mendozite","NaAl(SO₄)₂·11H₂O","sulfate class of minerals","sulfate mineral",0.05037157350631997,0.0,0.0,0.0,0.0,0.0,0.0,0.6904762484679225,0.0,0.0,0.05222000601017315,0.0,0.0612870920541289,0.0,0.0,0.14564507996145548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mercallite","KHSO₄","sulfate class of minerals","sulfate mineral",0.00740292963596167,0.0,0.0,0.0,0.0,0.0,0.0,0.46999790176885226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23545428981044758,0.0,0.0,0.2871448787847386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meridianiite","MgSO₄·11H₂O","sulfate class of minerals","sulfate mineral",0.0696206903047161,0.0,0.0,0.0,0.0,0.0,0.0,0.7534235823763209,0.0,0.0,0.0,0.0763046030779277,0.0,0.0,0.0,0.10065112424103527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meta-aluminite","Al₂(SO₄)(OH)₄ * 5H₂O","sulfate class of minerals","sulfate mineral",0.04580002877751598,0.0,0.0,0.0,0.0,0.0,0.0,0.6750149224312086,0.0,0.0,0.0,0.0,0.17513538023918046,0.0,0.0,0.10404966855209484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meta-alunogen","Al₂(SO₄)₃·14H₂O","sulfate class of minerals","questionable sulfate mineral",0.04748788378520856,0.0,0.0,0.0,0.0,0.0,0.0,0.6998910490953921,0.0,0.0,0.0,0.0,0.0907947964823046,0.0,0.0,0.16182627063709465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"metahohmannite","Fe³⁺₂(SO₄)₂O * 4H₂O","sulfate class of minerals","sulfate mineral",0.020578704613416883,0.0,0.0,0.0,0.0,0.0,0.0,0.5307667455891292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16362928321084955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850252665866043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"metasideronatrite","Na₂Fe(SO₄)₂(OH) * H₂O","sulfate class of minerals","sulfate mineral",0.009192642254164258,0.0,0.0,0.0,0.0,0.0,0.0,0.4863527891017658,0.0,0.0,0.13977296594920682,0.0,0.0,0.0,0.0,0.19491806261144587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697635400834173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"metauranopilite","(UO₂)₆(SO₄)(OH)₁₀ * 5H₂O","sulfate class of minerals","uranyl sulfate mineral",0.010200557956555174,0.0,0.0,0.0,0.0,0.0,0.0,0.25095042307315046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016221720639243993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226272983310503,0.0,0.0
"mikasaite","Fe₂(SO₄)₃","sulfate class of minerals","iron sulfate mineral",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48013996954922045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24053514944290277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793248810078768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"millosevichite","Al₂(SO₄)₃","sulfate class of minerals","sulfate mineral",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611533497772216,0.0,0.0,0.0,0.0,0.1577263240483656,0.0,0.0,0.28112032617441285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
